author_id,display_name,career_start,career_end,n_ai_works,origin_group,abroad,abroad_year,hit,hit_year,pi_year,pi,active,recent_group
A5004224909,Olga Sorkine,2004,2008,3,Continental Europe,True,2004.0,True,2004.0,2008.0,True,False,
A5081959207,Christian Rössl,2004,2025,3,Continental Europe,False,,True,2004.0,,False,True,Continental Europe
A5061876852,Andrea Pugliese,2001,2025,60,Continental Europe,True,2002.0,True,2001.0,2001.0,True,True,Continental Europe
A5019879500,Eligijus Sakalauskas,2004,2025,39,Continental Europe,False,,True,2007.0,2004.0,True,True,Continental Europe
A5006983355,C. Beck,2006,2025,26,Continental Europe,False,,True,2012.0,2008.0,True,True,United States
A5088455579,R. Rezaei,2006,2024,24,Continental Europe,False,,True,2010.0,2012.0,True,True,Islamic
A5051120972,M. V. Yakunin,2005,2022,5,Other Civilizations,False,,False,,2019.0,True,True,Other Civilizations
A5086608148,Yu. G. Arapov,2005,2019,2,Other Civilizations,False,,False,,,False,False,
A5054995576,В. Н. Неверов,2005,2022,3,Other Civilizations,False,,False,,,False,True,Other Civilizations
A5018524051,G. I. Harus,2005,2018,2,Other Civilizations,False,,False,,,False,False,
A5050582735,Н. Г. Шелушинина,2005,2022,4,Other Civilizations,False,,False,,,False,True,Other Civilizations
A5032351283,Л. А. Пономаренко,2005,2019,4,Continental Europe,False,,False,,2005.0,True,False,
A5057729357,Koldo Zabaleta,2013,2013,2,Continental Europe,False,,False,,,False,False,
A5051105544,Pablo Curiel,2013,2013,2,Continental Europe,False,,False,,,False,False,
A5045445427,Ana B. Lago,2013,2022,3,Continental Europe,False,,False,,2013.0,True,True,Continental Europe
A5087682739,Parisa Kordjamshidi,2007,2026,126,Continental Europe,False,,True,2010.0,2013.0,True,True,United States
A5032048525,Joana Hois,2007,2021,19,Continental Europe,True,2010.0,True,2007.0,2009.0,True,True,Anglosphere ex-US
A5090948866,Martijn van Otterlo,2002,2022,46,Continental Europe,False,,True,2004.0,2003.0,True,True,Continental Europe
A5023890301,Maria Franco Villoria,2014,2026,5,Continental Europe,False,,False,,2014.0,True,True,
A5039274194,Ángel Luis Garrido,2006,2025,41,Continental Europe,True,2008.0,False,,2006.0,True,True,Continental Europe
A5078019064,Katharina Manderscheid,2011,2022,15,Continental Europe,True,2011.0,False,,2011.0,True,True,Continental Europe
A5018474712,Matthias Alberti,2010,2025,10,Continental Europe,False,,False,,2018.0,True,True,
A5100348821,Duo Li,2010,2025,28,Sinic,False,,False,,2010.0,True,True,Continental Europe
A5042576565,Martin Mergili,2016,2021,8,Continental Europe,False,,False,,2020.0,True,True,Continental Europe
A5031459919,Matthias Benedikt,2016,2016,3,Continental Europe,False,,False,,,False,False,
A5104125407,Julia Krenn,2016,2016,4,Continental Europe,False,,False,,,False,False,
A5079321129,Jan‐Thomas Fischer,2015,2022,8,Continental Europe,False,,False,,2021.0,True,True,Continental Europe
A5077690498,Gerhard Nahler,2009,2009,22,Continental Europe,False,,False,,2009.0,True,False,
A5051551036,Álvaro Gomes,2007,2018,11,Continental Europe,False,,False,,2011.0,True,False,
A5022961286,Christian Horoba,2008,2010,10,Continental Europe,False,,True,2008.0,2009.0,True,False,
A5007584366,Massimo Cairo,2015,2023,20,Continental Europe,False,,False,,,False,True,Continental Europe
A5014870050,Shahbaz Khan,2005,2026,17,Hindu,False,,False,,2014.0,True,True,Continental Europe
A5061874157,Roméo Rizzi,2001,2025,101,Continental Europe,False,,True,2002.0,2001.0,True,True,Continental Europe
A5063897224,Alexandru I. Tomescu,2007,2023,65,Continental Europe,False,,True,2011.0,2007.0,True,True,Continental Europe
A5055589412,Heike Adel,2012,2025,110,Continental Europe,True,2018.0,True,2013.0,2018.0,True,True,Continental Europe
A5019733849,Mohamed H. Gad-Elrab,2015,2026,27,Continental Europe,False,,True,2016.0,2021.0,True,True,Continental Europe
A5087209257,Dragan Milchevski,2014,2024,11,Continental Europe,False,,True,2014.0,,False,True,Continental Europe
A5066026428,Jannik Strötgen,2010,2026,116,Continental Europe,False,,True,2010.0,2014.0,True,True,Continental Europe
A5061252054,Pascal Edme,2011,2026,35,Continental Europe,True,2016.0,False,,2016.0,True,True,Continental Europe
A5011211191,Anastasios Gounaris,2003,2026,64,Anglosphere ex-US,False,,True,2003.0,2013.0,True,True,Continental Europe
A5080204571,Nadeem Iftikhar,2005,2026,19,Islamic,True,2007.0,False,,2005.0,True,True,Continental Europe
A5014575646,Moshe Hoshen,2015,2020,3,Other Western,True,2018.0,True,2015.0,,False,True,
A5113519538,Rami Eliakim,2003,2018,3,Other Western,False,,False,,,False,False,
A5079572059,Ran D. Balicer,2015,2026,15,Other Western,True,2018.0,True,2018.0,2015.0,True,True,Other Western
A5014435577,Lourdes Ramírez,2001,2021,75,Continental Europe,True,2002.0,True,2008.0,2001.0,True,True,
A5019274096,Luis F. Zarzalejo,2004,2026,88,Continental Europe,False,,True,2008.0,2005.0,True,True,Continental Europe
A5075178624,Sebastian Gajek,2005,2026,25,Continental Europe,True,2009.0,True,2005.0,2006.0,True,True,Continental Europe
A5113746934,Lijun Liao,2005,2023,13,Continental Europe,True,2005.0,True,2007.0,2007.0,True,True,Continental Europe
A5023169493,Erik Wittern,2011,2021,17,Continental Europe,True,2013.0,True,2011.0,2021.0,True,True,United States
A5025300095,Christian Zirpins,2001,2026,39,Continental Europe,False,,True,2003.0,2001.0,True,True,Continental Europe
A5074190717,Helena M. Verkooijen,2000,2026,15,Continental Europe,False,,True,2000.0,2002.0,True,True,Continental Europe
A5042145465,Willem P.Th.M. Mali,2000,2023,11,Continental Europe,False,,True,2000.0,2004.0,True,True,
A5033802733,Jean H. G. Klinkenbijl,2001,2001,2,Continental Europe,False,,False,,,False,False,
A5109960659,Th. J. M. V. van Vroonhoven,2000,2001,2,Continental Europe,False,,False,,2000.0,True,False,
A5007649650,Jennifer Horkoff,2005,2025,97,Anglosphere ex-US,True,2010.0,True,2005.0,2012.0,True,True,Continental Europe
A5043283731,Imed Hammouda,2002,2020,36,Continental Europe,True,2006.0,True,2003.0,2004.0,True,True,
A5111382188,Stephen Mensah,2010,2018,3,United States,False,,False,,2010.0,True,False,
A5019866304,Radu‐Codruţ David,2011,2021,35,Continental Europe,True,2011.0,True,2011.0,2011.0,True,True,Continental Europe
A5016672383,Alexandra-Iulia Szedlak-Stinean,2011,2025,37,Continental Europe,False,,True,2016.0,2012.0,True,True,Continental Europe
A5088161472,Raul‐Cristian Roman,2016,2026,38,Continental Europe,False,,True,2019.0,2017.0,True,True,Continental Europe
A5002615744,Tal Ben‐Nun,2016,2026,50,Continental Europe,True,2016.0,True,2018.0,,False,True,Continental Europe
A5026990786,Torsten Hoefler,2006,2026,158,United States,True,2006.0,True,2010.0,2014.0,True,True,Continental Europe
A5011571367,Dominic Heutelbeck,2000,2021,13,Continental Europe,False,,False,,2012.0,True,True,Continental Europe
A5050748694,Cindy Even,2016,2021,9,United States,True,2017.0,True,2016.0,2019.0,True,True,
A5113080254,Anne-Gwenn Bosser,2005,2026,46,Continental Europe,True,2006.0,True,2010.0,2005.0,True,True,Continental Europe
A5073527955,Cédric Buche,2002,2025,81,Continental Europe,False,,True,2009.0,2005.0,True,True,Continental Europe
A5085422519,Stéphane Donnet,2006,2006,2,Continental Europe,False,,True,2006.0,,False,False,
A5069723364,Andrew Thangaraj,2000,2026,55,United States,True,2004.0,True,2006.0,2005.0,True,True,Hindu
A5055689993,Matthieu R. Bloch,2004,2026,117,Continental Europe,True,2005.0,True,2006.0,2006.0,True,True,United States
A5018330026,Johann Cussey,2004,2023,18,Continental Europe,True,2010.0,True,2006.0,,False,True,Anglosphere ex-US
A5030838585,Luigi Iapichino,2015,2026,21,Continental Europe,False,,True,2015.0,2026.0,True,True,Continental Europe
A5048904411,Nicolay Hammer,2016,2025,8,Continental Europe,False,,True,2017.0,2018.0,True,True,Continental Europe
A5030151853,Vasileios Karakasis,2006,2021,9,Continental Europe,False,,True,2006.0,2016.0,True,True,Continental Europe
A5013042933,Tomáš Skopal,2002,2025,52,Continental Europe,False,,True,2008.0,2007.0,True,True,Continental Europe
A5010725699,Jakub Lokoč,2008,2025,39,Continental Europe,False,,True,2008.0,2008.0,True,True,Continental Europe
A5008750181,Norbert Marwan,2007,2026,41,Continental Europe,False,,False,,2009.0,True,True,Continental Europe
A5056542332,Sebastian Volke,2013,2016,5,Continental Europe,False,,False,,,False,False,
A5029336209,Gerik Scheuermann,2001,2025,62,Continental Europe,False,,True,2009.0,2008.0,True,True,Continental Europe
A5038036415,Anastasia-Maria Leventi-Peetz,2015,2022,6,Continental Europe,False,,False,,,False,True,Continental Europe
A5016373918,Giuseppe Patrono,2008,2015,4,Continental Europe,False,,True,2015.0,2008.0,True,False,
A5014913766,Silvano Vergura,2002,2026,46,Continental Europe,True,2002.0,False,,2002.0,True,True,Continental Europe
A5107859058,Stefanie Rinderle,2002,2014,30,Continental Europe,True,2006.0,True,2003.0,2004.0,True,False,
A5014333753,Francisco M. Couto,2003,2026,152,Continental Europe,True,2005.0,True,2004.0,2005.0,True,True,Continental Europe
A5032577893,Teiko Heinosaari,2007,2026,87,Continental Europe,False,,True,2010.0,2007.0,True,True,Continental Europe
A5049098280,Daniel Reitzner,2004,2024,29,Continental Europe,False,,True,2008.0,2004.0,True,True,Continental Europe
A5063212930,Tomáš Rybár,2008,2018,10,Continental Europe,False,,True,2012.0,2009.0,True,False,
A5075396926,Mário Ziman,2000,2025,96,Continental Europe,False,,True,2002.0,2001.0,True,True,Continental Europe
A5028889079,Luisa Herrmann,2015,2024,11,Continental Europe,False,,False,,2016.0,True,True,Continental Europe
A5089014944,Cezara Drăgoi,2008,2020,15,Continental Europe,False,,True,2008.0,2011.0,True,True,
A5110392328,Sebastian Peter,2010,2013,2,Continental Europe,False,,False,,,False,False,
A5076755949,Alexander Knebe,2003,2023,6,Anglosphere ex-US,False,,False,,,False,True,Continental Europe
A5054746168,Weiguang Cui,2011,2025,14,Sinic,True,2017.0,False,,2011.0,True,True,Anglosphere ex-US
A5037621228,Rui Prada,2000,2026,110,Continental Europe,False,,True,2000.0,2001.0,True,True,Continental Europe
A5070424026,Ricardo Chaves,2003,2025,77,Continental Europe,False,,True,2006.0,2005.0,True,True,Continental Europe
A5043635455,Marco Vala,2001,2015,28,Continental Europe,False,,True,2001.0,2002.0,True,False,
A5034897040,Nina Narodytska,2007,2026,107,Anglosphere ex-US,True,2007.0,True,2010.0,2011.0,True,True,United States
A5046366918,Claude-Guy Quimper,2003,2026,36,Anglosphere ex-US,False,,True,2003.0,2006.0,True,True,Anglosphere ex-US
A5019911183,Teresa Duda,2002,2003,2,Continental Europe,False,,True,2002.0,,False,False,
A5054144852,Markus Ernst,2001,2026,11,Continental Europe,False,,True,2001.0,,False,True,Continental Europe
A5081245674,Steffen Klupsch,2002,2004,3,Continental Europe,False,,True,2002.0,,False,False,
A5045601387,Martin Spindler,2010,2026,23,Continental Europe,False,,False,,2016.0,True,True,Continental Europe
A5036287756,Olga Shvets,2015,2025,3,Islamic,False,,False,,2015.0,True,True,Islamic
A5021051122,Levente Kovács,2003,2026,56,Continental Europe,False,,False,,2003.0,True,True,Continental Europe
A5041318802,László Szilágyi,2008,2025,49,Continental Europe,False,,True,2014.0,2011.0,True,True,Continental Europe
A5108559604,F. Javier López,2001,2016,16,Continental Europe,False,,False,,2015.0,True,False,
A5110182596,Gerardo Sanz,2001,2023,17,Continental Europe,False,,False,,2003.0,True,True,Continental Europe
A5101963152,Ayush Kumar,2015,2026,31,Hindu,True,2018.0,True,2015.0,2021.0,True,True,Hindu
A5069924384,Encarna Esteban Bernabé,2015,2019,4,Continental Europe,False,,False,,2015.0,True,False,
A5068787682,Walter Kellermann,2006,2024,69,Continental Europe,False,,True,2013.0,2006.0,True,True,Continental Europe
A5014578218,Michele Pagani,2006,2024,45,Continental Europe,False,,True,2009.0,2006.0,True,True,Continental Europe
A5064947700,Everton Alvares Cherman,2008,2019,23,Other Civilizations,True,2014.0,True,2011.0,2014.0,True,False,
A5026561247,Grigorios Tsoumakas,2002,2026,212,Continental Europe,False,,True,2003.0,2008.0,True,True,Continental Europe
A5040388522,Teresa Grabowska,2005,2006,6,Continental Europe,False,,True,2005.0,,False,False,
A5055951153,Wojciech Waloszek,2005,2025,60,Continental Europe,False,,True,2005.0,2007.0,True,True,Continental Europe
A5089742770,Michał Zawadzki,2005,2024,14,Continental Europe,False,,False,,2005.0,True,True,Continental Europe
A5057392401,Isabel Orenes,2010,2022,5,Continental Europe,False,,True,2012.0,,False,True,Continental Europe
A5073220505,J. J. Águila,2010,2015,3,Other Civilizations,True,2011.0,False,,,False,False,
A5049123289,Ismael Marín Carrión,2009,2011,8,Continental Europe,False,,False,,2010.0,True,False,
A5078431977,Enrique Arias,2009,2025,13,Continental Europe,True,2010.0,True,2017.0,2017.0,True,True,Continental Europe
A5002502504,J. J. Miralles,2009,2015,4,Continental Europe,False,,False,,2010.0,True,False,
A5013599940,Anne-Lyse Minard,2009,2024,48,Continental Europe,False,,True,2010.0,2009.0,True,True,Continental Europe
A5025118242,Anne‐Laure Ligozat,2004,2024,106,Continental Europe,False,,True,2008.0,2004.0,True,True,Continental Europe
A5107808892,Ziyang Zhang,2011,2025,7,Sinic,False,,False,,,False,True,Sinic
A5100780135,Minglei Li,2015,2025,40,Sinic,False,,True,2017.0,2016.0,True,True,Sinic
A5018970859,Guoqi Li,2010,2026,119,Sinic,False,,True,2010.0,2019.0,True,True,Sinic
A5009746093,Juan M. Lujano‐Rojas,2016,2025,8,Continental Europe,False,,True,2022.0,,False,True,Continental Europe
A5045380953,Rodolfo Dufo‐López,2004,2025,13,Continental Europe,False,,True,2004.0,2009.0,True,True,Continental Europe
A5007744802,José A. Domínguez‐Navarro,2006,2025,9,Continental Europe,False,,False,,2006.0,True,True,Continental Europe
A5033050251,Maria Barrett,2015,2026,35,Continental Europe,True,2019.0,True,2015.0,2019.0,True,True,Continental Europe
A5047568486,Ophélie Lacroix,2012,2025,34,Continental Europe,False,,True,2016.0,2012.0,True,True,Continental Europe
A5010382232,V. V. Dobrovitski,2000,2025,47,United States,False,,True,2003.0,2003.0,True,True,Continental Europe
A5014463496,Véronique Malaisé,2003,2018,37,Continental Europe,False,,True,2005.0,2003.0,True,False,
A5004768800,Luit Gazendam,2006,2010,9,Continental Europe,False,,True,2006.0,2010.0,True,False,
A5084277091,Annemieke de Jong,2006,2007,2,Continental Europe,False,,False,,2007.0,True,False,
A5072479024,Christine Jacob,2001,2024,8,Continental Europe,False,,False,,2001.0,True,True,Continental Europe
A5076323294,Anne France Viet,2006,2011,4,Continental Europe,False,,False,,2006.0,True,False,
A5018936613,Sven Anderson,2008,2009,2,Continental Europe,False,,False,,2009.0,True,False,
A5058459398,Pascal Cotret,2010,2026,44,Continental Europe,False,,True,2011.0,2010.0,True,True,Continental Europe
A5008355784,Cécilia Gouvernayre,2012,2012,2,Continental Europe,False,,False,,2012.0,True,False,
A5014322854,Matthias Hagen,2005,2025,219,Continental Europe,False,,True,2010.0,2007.0,True,True,Continental Europe
A5004704820,Anna Cornelia Beyer,2010,2016,8,Continental Europe,False,,True,2013.0,2010.0,True,False,
A5103898508,Manuel Núñez,2011,2024,4,Continental Europe,False,,False,,,False,True,
A5077645135,Fernando L. Pelayo,2000,2025,45,Continental Europe,False,,True,2003.0,2000.0,True,True,Continental Europe
A5064701647,Alexandru‐Liviu Olteanu,2011,2026,25,Continental Europe,False,,True,2014.0,2011.0,True,True,Continental Europe
A5028359630,Sudeep D. Thepade,2009,2025,41,Hindu,False,,True,2013.0,2016.0,True,True,Hindu
A5000194290,Sovik Roy,2009,2026,43,Hindu,False,,True,2015.0,2013.0,True,True,Hindu
A5006120668,Biswajit Ghosh,2009,2010,3,Hindu,False,,False,,2009.0,True,False,
A5076342661,Thimmaraja Yadava G,2015,2025,35,Hindu,False,,True,2017.0,2023.0,True,True,Hindu
A5105352990,Himanshu Jain,2005,2026,36,United States,True,2005.0,True,2005.0,2008.0,True,True,Hindu
A5056027859,Kashyap Bhansali,2014,2015,2,Hindu,False,,False,,,False,False,
A5048475774,Sindhu Nair,2011,2025,13,Hindu,False,,False,,2014.0,True,True,Hindu
A5037193165,Yogita Yogita,2012,2025,20,Hindu,False,,True,2012.0,2019.0,True,True,Hindu
A5039485950,Neetesh Gupta,2010,2025,25,Hindu,True,2012.0,True,2012.0,2012.0,True,True,Hindu
A5037663112,Sukadev Meher,2009,2026,33,Hindu,False,,False,,2009.0,True,True,Hindu
A5059800081,Arghya Pal,2015,2026,26,Hindu,False,,True,2019.0,2015.0,True,True,Anglosphere ex-US
A5038020125,Vineeth N Balasubramanian,2002,2026,193,United States,False,,True,2009.0,2002.0,True,True,Hindu
A5081562101,Balaji Krishnamurthy,2016,2026,44,United States,True,2020.0,True,2019.0,2017.0,True,True,United States
A5001005542,Naresh Vurukonda,2016,2026,20,Hindu,False,,True,2016.0,2017.0,True,True,Hindu
A5023303622,B. Thirumala Rao,2016,2026,18,Hindu,False,,True,2016.0,2016.0,True,True,
A5043105133,Subhadip Basu,2009,2026,48,Hindu,False,,True,2012.0,2010.0,True,True,Hindu
A5021916927,Dariusz Plewczyński,2009,2025,34,Continental Europe,False,,False,,2009.0,True,True,Continental Europe
A5025400322,Alok Sharma,2006,2024,36,Anglosphere ex-US,True,2007.0,True,2006.0,2006.0,True,True,Japanese
A5042290609,Renukswamy Chikkamath,2016,2025,5,Hindu,False,,False,,,False,True,Continental Europe
A5025554593,B. Sathish Babu,2007,2025,27,Hindu,False,,True,2009.0,2011.0,True,True,Hindu
A5055294310,Jukka-Pekka Pesola,2008,2011,2,Continental Europe,False,,False,,,False,False,
A5033364541,Juho Eskeli,2008,2016,6,Continental Europe,False,,True,2016.0,2015.0,True,False,
A5037259923,Päivi Parviainen,2002,2015,18,Continental Europe,False,,True,2007.0,2007.0,True,False,
A5013129205,Rob Kommeren,2007,2018,5,Continental Europe,True,2007.0,True,2007.0,2018.0,True,False,
A5090039499,Assif Assad,2016,2026,32,Hindu,False,,True,2016.0,2019.0,True,True,Hindu
A5107677928,T. K. Satish Kumar,2000,2025,82,United States,False,,False,,2000.0,True,True,United States
A5023730036,Byamakesh Nayak,2013,2026,25,Hindu,False,,True,2013.0,2017.0,True,True,Hindu
A5102829523,Pratyusha Rakshit,2011,2026,62,Hindu,False,,True,2011.0,2015.0,True,True,Hindu
A5001973247,Sandeep Tripathi,2013,2023,6,Hindu,False,,True,2019.0,,False,True,Hindu
A5002740493,Ashish Shrivastava,2010,2025,49,United States,True,2013.0,True,2012.0,2010.0,True,True,Hindu
A5101917570,Asim Ali Khan,2012,2021,4,Hindu,False,,False,,,False,True,Hindu
A5073170842,Ajat Shatru Arora,2014,2021,6,Hindu,False,,False,,2014.0,True,True,Hindu
A5100902526,Srinivas Desai,2008,2010,4,Hindu,False,,True,2009.0,2010.0,True,False,
A5039401371,E. Veera Raghavendra,2008,2010,8,Hindu,False,,True,2009.0,,False,False,
A5113522207,Kishore Prahallad,2005,2017,57,United States,True,2005.0,True,2005.0,2007.0,True,False,
A5010703447,B.G. Manjunath,2009,2023,15,Islamic,True,2012.0,False,,2016.0,True,True,Hindu
A5062431070,Nomi Baruah,2015,2025,44,Hindu,False,,True,2021.0,2015.0,True,True,Hindu
A5046000500,Prasanta Ghosh,2007,2025,130,United States,True,2012.0,True,2010.0,2007.0,True,True,Hindu
A5050732644,Nilesh Shelke,2009,2026,56,Hindu,False,,True,2012.0,2009.0,True,True,Hindu
A5069970288,Kirti S. Pande,2015,2025,3,Hindu,False,,False,,2025.0,True,True,Hindu
A5002475960,N. S. Murty,2015,2020,4,Hindu,False,,False,,2015.0,True,True,
A5070140601,M. Anand Kumar,2007,2026,80,Hindu,False,,True,2007.0,2012.0,True,True,Hindu
A5037939833,Varun P. Gopi,2013,2026,17,Hindu,False,,True,2021.0,2013.0,True,True,Hindu
A5102920065,Anju Thomas,2005,2024,3,United States,False,,False,,,False,True,Hindu
A5086723819,Pankaj Sharma,2014,2025,11,Hindu,False,,True,2022.0,2022.0,True,True,Hindu
A5080517061,Neha Nandal,2016,2025,16,Hindu,False,,True,2020.0,2023.0,True,True,Hindu
A5028766687,Utkarsh Dwivedi,2015,2026,7,Hindu,True,2018.0,True,2020.0,,False,True,United States
A5076436339,S. Srinivas,2006,2020,7,Hindu,False,,False,,2006.0,True,True,
A5040335377,Nidhi Kalra,2006,2024,22,United States,False,,True,2006.0,2006.0,True,True,Hindu
A5101759454,Apurba Das,2012,2024,10,United States,True,2012.0,False,,2012.0,True,True,Hindu
A5004841869,Rajiv Pandey,2010,2025,38,Islamic,True,2012.0,False,,2014.0,True,True,Hindu
A5044352015,Dr.Sanjay Dwivedi,2010,2011,2,Hindu,False,,False,,2010.0,True,False,
A5101999809,Shipra Sharma,2009,2025,19,Hindu,False,,False,,2009.0,True,True,United States
A5015037978,Balwinder Sodhi,2012,2024,21,Hindu,False,,False,,2016.0,True,True,Hindu
A5066780369,Manish Rana,2016,2025,4,Hindu,False,,True,2016.0,,False,True,Hindu
A5112108944,Mohammad Atique,2007,2026,29,Hindu,False,,False,,2011.0,True,True,Hindu
A5055883440,B Hettige,2006,2026,34,Hindu,False,,False,,2011.0,True,True,Hindu
A5102838644,Asoka S. Karunananda,2005,2023,62,Hindu,True,2006.0,False,,2006.0,True,True,Hindu
A5090016228,Arnab Chakraborty,2006,2025,7,Hindu,False,,False,,2006.0,True,True,United States
A5031929221,S. Mandal,2004,2020,3,Hindu,False,,False,,2016.0,True,True,
A5070981293,A. Roy,2002,2004,2,Hindu,False,,False,,2004.0,True,False,
A5006805520,Marcel Turkensteen,2004,2011,5,Continental Europe,False,,False,,2004.0,True,False,
A5109635446,S. Rohini,2014,2023,6,Hindu,False,,False,,2018.0,True,True,
A5031211776,R. Menaka,2014,2024,17,Hindu,False,,True,2020.0,2014.0,True,True,Hindu
A5001748232,Satyasai Jagannath Nanda,2012,2026,84,Hindu,False,,True,2014.0,2015.0,True,True,Hindu
A5102757544,Harsh Kumar Verma,2008,2026,50,Hindu,False,,True,2013.0,2008.0,True,True,Hindu
A5010681007,A. P. Shanthi,2003,2025,25,Hindu,False,,True,2008.0,2005.0,True,True,Hindu
A5002422673,Ramakrishnan Parthasarathi,2003,2021,7,Hindu,False,,False,,2003.0,True,True,Hindu
A5114247557,S. Veeraraghavan,2008,2014,2,Hindu,False,,False,,2008.0,True,False,
A5051325290,Adil Khan,2016,2025,6,Hindu,False,,True,2020.0,2018.0,True,True,
A5045185635,Punarjay Chakravarty,2005,2026,22,Anglosphere ex-US,True,2007.0,False,,2005.0,True,True,United States
A5077783791,Matthew B. Blaschko,2004,2025,126,Continental Europe,True,2009.0,True,2008.0,2004.0,True,True,Continental Europe
A5085996586,Dinesh Chandra Doval,2015,2020,2,United States,True,2020.0,True,2020.0,,False,True,
A5019288260,Anurag Mehta,2015,2025,6,Hindu,False,,False,,2015.0,True,True,Hindu
A5112142266,Nupur Chakraborty,2016,2017,2,Hindu,False,,False,,2016.0,True,False,
A5040632547,P. K. Srijith,2012,2025,46,Hindu,True,2015.0,True,2016.0,2018.0,True,True,Hindu
A5101472308,Sunil Gupta,2010,2026,53,Anglosphere ex-US,False,,True,2010.0,2023.0,True,True,Anglosphere ex-US
A5035117818,Nandan Roy,2014,2025,3,Hindu,False,,False,,,False,True,
A5069271622,Ratish Puduppully,2014,2026,44,Hindu,True,2016.0,True,2015.0,2025.0,True,True,Anglosphere ex-US
A5013675579,Manish Shrivastava,2006,2026,219,Hindu,False,,True,2006.0,2009.0,True,True,Hindu
A5024306166,Thulasi Bikku,2016,2026,45,Hindu,False,,True,2016.0,2018.0,True,True,Hindu
A5071719477,Sikhar Patranabis,2015,2026,105,Hindu,True,2018.0,True,2015.0,2019.0,True,True,Hindu
A5081720773,Shivam Bhasin,2009,2026,251,Continental Europe,True,2015.0,True,2009.0,2011.0,True,True,Sinic
A5100781385,Jing Gao,2003,2026,149,United States,True,2009.0,True,2004.0,2003.0,True,True,Sinic
A5100432725,Peng Li,2002,2025,70,Sinic,True,2006.0,True,2006.0,2002.0,True,True,Sinic
A5077907139,Asif Ali Laghari,2016,2026,52,Sinic,True,2018.0,True,2016.0,2016.0,True,True,Islamic
A5029933900,Janmejay Pant,2014,2024,17,Hindu,False,,True,2016.0,2014.0,True,True,Hindu
A5073381048,Lalit Mohan,2006,2025,14,Hindu,False,,True,2006.0,2013.0,True,True,Hindu
A5036590503,Vinayak Hegde,2005,2025,21,United States,False,,False,,2016.0,True,True,Hindu
A5027816445,Khundrakpam Johnson Singh,2015,2025,30,Hindu,False,,True,2015.0,2020.0,True,True,Hindu
A5113629902,Tanmay De,2011,2021,15,Hindu,False,,False,,2013.0,True,True,Hindu
A5020429411,N. Mathivanan,2011,2012,2,Hindu,False,,False,,2011.0,True,False,
A5028295047,G. Raja,2014,2025,18,Hindu,False,,False,,2014.0,True,True,Hindu
A5018721994,U. Srinivasulu Reddy,2010,2025,42,Hindu,False,,False,,2014.0,True,True,Hindu
A5109153580,Madhuri Arya,2011,2014,2,Hindu,False,,False,,,False,False,
A5023928504,Jagdish Chand Bansal,2008,2026,127,Hindu,False,,True,2011.0,2008.0,True,True,Hindu
A5053402214,Esther Ramdinmawii,2016,2025,6,Hindu,False,,False,,,False,True,Hindu
A5040869083,Sanghamitra Nath,2016,2026,18,Hindu,False,,False,,2018.0,True,True,Hindu
A5100831176,Sankita J. Patel,2014,2024,23,Hindu,False,,True,2015.0,2017.0,True,True,Hindu
A5024123814,Shakti P. Rath,2009,2022,30,Hindu,True,2013.0,True,2013.0,2009.0,True,True,United States
A5021553938,Brajesh Kumar Kaushik,2011,2025,48,Hindu,False,,False,,2018.0,True,True,Hindu
A5008999303,Godfrey Winster Sathianesan,2013,2024,8,Hindu,False,,False,,2013.0,True,True,Hindu
A5047414809,P. S. Sathidevi,2005,2023,27,Hindu,False,,False,,2005.0,True,True,Hindu
A5006011837,Sumit Chakraborty,2005,2021,14,Hindu,False,,True,2007.0,2010.0,True,True,Hindu
A5082780177,Khelchandra Thongam,2016,2025,21,Hindu,False,,True,2016.0,2019.0,True,True,Hindu
A5033897248,Omprakash S. Sarate,2016,2019,4,Hindu,False,,False,,2016.0,True,False,
A5042808286,Y. Sri Lalitha,2011,2024,10,Hindu,False,,False,,2019.0,True,True,Hindu
A5113696439,Vijay Kumar,2001,2025,123,United States,True,2004.0,False,,2004.0,True,True,Hindu
A5036102895,Jitender Kumar Chhabra,2004,2025,60,Hindu,False,,True,2004.0,2008.0,True,True,Hindu
A5017116101,Soumya Sankar Ghosh,2016,2025,21,Hindu,False,,False,,2016.0,True,True,Hindu
A5069405328,Sk Md Obaidullah,2011,2026,61,Hindu,False,,True,2014.0,2011.0,True,True,Hindu
A5041170815,Chayan Halder,2014,2025,16,Hindu,False,,True,2017.0,2025.0,True,True,Hindu
A5070947372,Nibaran Das,2009,2026,108,Hindu,False,,True,2012.0,2015.0,True,True,Hindu
A5015792060,Kaushik Roy,2005,2025,163,Hindu,True,2005.0,True,2009.0,2012.0,True,True,United States
A5005336768,Abhishek Thakur,2014,2023,4,Hindu,False,,True,2014.0,,False,True,Hindu
A5089382629,Bheemarjuna Reddy Tamma,2010,2026,28,United States,False,,True,2010.0,2018.0,True,True,Hindu
A5044996566,Jeevan Medikonda,2016,2024,8,Hindu,False,,True,2016.0,2023.0,True,True,Hindu
A5086177621,Vivek Srivastava,2003,2025,58,Hindu,False,,False,,2013.0,True,True,Hindu
A5100746903,Mayank Singh,2011,2026,72,Hindu,False,,True,2015.0,2013.0,True,True,Hindu
A5102383383,Vipul Goyal,2004,2026,203,Hindu,True,2006.0,True,2006.0,2004.0,True,True,United States
